Census Tract 2020,SALE PRICE
383.0,819771.1551724138
384.0,338627.95454545453
385.0,1195448.5915492957
386.0,493966.86363636365
387.0,1809962.847826087
388.0,1070870.342857143
389.0,569612.0588235294
390.0,540306.3265306122
391.0,824445.9459459459
392.0,653033.6666666666
393.0,1900203.5185185184
394.0,889646.9
395.0,972481.2058823529
396.0,1209826.2428571428
397.0,1235303.0606060605
398.0,482429.21126760566
399.0,942073.3414634146
400.0,582730.1403508772
401.0,705143.0952380953
402.0,506141.12
403.0,760401.5466666666
404.0,504684.8118811881
405.0,583076.9230769231
406.0,562492.2678571428
408.0,481669.0975609756
409.0,814572.8333333334
410.0,841150.0
411.0,709475.5454545454
412.0,546515.3571428572
413.0,581496.3614457832
414.0,443009.93258426967
415.0,850941.0645161291
416.0,668308.3076923077
417.0,1728470.857142857
418.0,753272.5
419.0,1438937.6470588236
420.0,996688.125
421.0,1312060.5588235294
422.0,492854.1666666667
423.0,1495281.3157894737
424.0,452561.85046728974
425.0,991943.1621621621
426.0,476014.58778625954
427.0,615573.8524590164
428.0,463032.78125
429.0,1014959.1304347826
430.0,442385.68518518517
431.0,671241.4137931034
432.0,377231.90476190473
433.0,1374642.857142857
434.0,434011.52040816325
435.0,1354508.5909090908
436.0,768696.6071428572
437.0,751403.5483870967
438.0,1311153.043478261
439.0,698971.9552238806
440.0,517060.71830985916
441.0,613037.0370370371
442.0,1823243.5161290322
443.0,722001.5625
444.0,2020888.1980198019
445.0,834750.0294117647
446.0,451626.6666666667
447.0,1538076.923076923
448.0,423094.2528735632
450.0,721746.5
452.0,843986.4594594594
453.0,2358255.238095238
454.0,401245.0847457627
456.0,780069.5901639344
457.0,291552.1621621622
458.0,503329.73333333334
459.0,286969.9090909091
460.0,3855504.0076923077
461.0,731859.2666666667
462.0,992139.3529411765
463.0,513360.57692307694
464.0,746924.2424242424
465.0,471365.45454545453
466.0,321727.2727272727
467.0,470217.39130434784
468.0,424755.09433962265
470.0,851840.0
471.0,915571.4285714285
472.0,739687.5147058824
473.0,494842.7672413793
474.0,1172112.9032258065
475.0,345612.6
476.0,630736.25
477.0,1494297.623853211
478.0,1131158.0232558139
479.0,490428.81481481483
480.0,450356.3333333333
481.0,886269.475
482.0,498091.0517241379
484.0,444717.78571428574
485.0,2396491.879310345
486.0,729250.0
488.0,762117.3863636364
489.0,848718.8987341772
490.0,12094654.748031495
491.0,7618644.181818182
492.0,823360.4
494.0,668993.1551724138
495.0,1375550.9583333333
496.0,575618.7671232877
497.0,1041001.8076923077
498.0,534094.8620689656
499.0,1339873.119047619
500.0,356812.5
501.0,1564456.1272727272
502.0,1756827.0208333333
503.0,2449940.387755102
504.0,463330.3157894737
505.0,973208.6944444445
506.0,553411.282051282
507.0,485444.1212121212
508.0,411973.2068965517
509.0,3576709.5555555555
510.0,417058.82352941175
511.0,718469.7837837838
512.0,567774.8260869565
513.0,1723649.756097561
514.0,833357.1428571428
515.0,1051628.26
516.0,359262.39130434784
517.0,1750762.3070866142
518.0,641578.0634920635
519.0,5870435.737179487
520.0,1247976.8253968253
521.0,439447.63636363635
522.0,517716.2
523.0,1203250.0
524.0,482137.9166666667
525.0,16670531.25
526.0,600496.4146341464
527.0,621886.3636363636
528.0,528341.4634146341
529.0,958061.9285714285
530.0,401224.28571428574
531.0,1082154.7948717948
532.0,9116783.703703703
533.0,552978.075
534.0,765025.5
535.0,361370.74074074073
537.0,164737.1052631579
538.0,1278767.043478261
539.0,8749250.0
540.0,368164.25925925927
542.0,515645.25263157894
544.0,349647.63157894736
545.0,1133980.7631578948
546.0,610879.5853658536
547.0,1181877.4016393442
548.0,426969.67346938775
549.0,2252780.638888889
550.0,552917.8231292517
551.0,1600984.2432432433
552.0,836151.9066666666
553.0,2789353.462962963
554.0,1363586.0
555.0,1507994.2378854626
556.0,428173.4423076923
557.0,1788623.5254237289
558.0,800955.9649122807
559.0,1469287.75
560.0,616171.4333333333
561.0,2078531.564102564
562.0,490733.77777777775
564.0,1116007.9365079366
565.0,1514051.9827586208
566.0,545222.2222222222
567.0,544729.7454545455
568.0,386926.49253731343
569.0,1993545.4090909092
570.0,342618.5714285714
571.0,1068133.2708333333
573.0,1467847.037037037
574.0,426583.3333333333
575.0,1546112.9655172413
576.0,480049.0243902439
577.0,617356.0769230769
578.0,770330.2608695652
579.0,633333.3333333334
580.0,548081.4893617021
581.0,534853.2058823529
582.0,625722.7536231884
583.0,988793.1034482758
584.0,570500.5882352941
585.0,655166.6666666666
586.0,517037.037037037
587.0,346443.86363636365
588.0,339392.7450980392
589.0,963604.6785714285
590.0,501571.4285714286
591.0,1085707.1014492754
592.0,368313.37704918033
593.0,1100518.6545454545
594.0,476419.18518518517
596.0,422547.61904761905
598.0,271954.7840909091
599.0,530891.304347826
600.0,488903.70454545453
601.0,622847.6923076923
603.0,442025.0
606.0,767791.7972972973
608.0,1613098.6704545454
610.0,247522.60869565216
612.0,455053.6323529412
614.0,342463.125
616.0,1013488.1304347826
618.0,218365.76923076922
619.0,873764.4375
620.0,651607.8474576271
621.0,456305.0975609756
622.0,967174.4819277108
623.0,545873.9117647059
625.0,604508.9411764706
626.0,389214.0506329114
627.0,481303.0303030303
628.0,446507.2340425532
629.0,442688.5714285714
630.0,260697.04166666666
632.0,387600.0
635.0,580465.5172413794
636.0,611396.0
637.0,499231.0172413793
638.0,400747.70967741933
639.0,565723.6842105263
640.0,572656.1
642.0,627188.3333333334
644.0,549006.8604651163
645.0,543400.55
646.0,439611.7571428571
648.0,683617.6470588235
650.0,367990.7313432836
652.0,604836.3636363636
654.0,682547.619047619
656.0,524845.0384615385
658.0,547037.8378378379
659.0,671487.2222222222
660.0,437042.14925373136
661.0,503351.75757575757
662.0,770544.4444444445
669.0,729796.2962962963
670.0,408961.92307692306
671.0,736960.6829268293
672.0,1258893.25
674.0,526777.2727272727
676.0,346522.6818181818
677.0,696093.75
678.0,426700.5263157895
679.0,441805.8
680.0,402645.8289473684
682.0,316967.6923076923
683.0,319401.79411764705
686.0,437946.1538461539
687.0,1159661.4285714286
688.0,479931.3043478261
690.0,504049.75
692.0,494873.25
693.0,546137.4
694.0,650886.947368421
695.0,480214.28571428574
698.0,4304678.571428572
700.0,456353.0263157895
701.0,1260684.2
702.0,1381353.2906976745
703.0,481415.6603773585
707.0,651887.5
709.0,627468.75
711.0,583663.5611510791
719.0,374412.3
720.0,266111.6666666667
721.0,400350.74358974356
722.0,253269.84
723.0,1056802.605263158
724.0,251827.58620689655
726.0,402204.81481481483
728.0,285018.7083333333
729.0,1038166.4166666666
730.0,354333.8888888889
731.0,474435.36842105264
732.0,473045.9090909091
734.0,262855.5
736.0,308571.4285714286
737.0,655488.8181818182
738.0,379037.4074074074
739.0,647282.9583333334
740.0,433449.5
741.0,326360.17647058825
742.0,509838.70967741933
743.0,330742.141509434
744.0,559557.1428571428
745.0,156491.07142857142
746.0,467078.94736842107
747.0,415324.9636363636
748.0,620505.0769230769
749.0,1512333.3333333333
750.0,742162.4324324324
752.0,1009722.7777777778
754.0,911500.0
756.0,688701.4705882353
758.0,627954.5454545454
760.0,567375.0
762.0,717900.0
764.0,1020722.2222222222
766.0,2683333.3333333335
768.0,7039370.37037037
770.0,700969.2857142857
772.0,685740.0
773.0,471994.95238095237
774.0,1995831.3333333333
775.0,542302.84
776.0,386378.2
780.0,275500.0
782.0,502564.8695652174
784.0,461111.64
788.0,509227.17391304346
790.0,353134.29411764705
792.0,358037.4074074074
794.0,528202.0952380953
799.0,2166487.2461538464
800.0,667030.6530612245
802.0,699265.9130434783
804.0,514307.42424242425
806.0,546066.2857142857
808.0,2001000.0
809.0,356199.14634146343
810.0,568172.6875
814.0,384089.4411764706
816.0,329131.5789473684
818.0,648972.6504854369
820.0,925500.0833333334
822.0,1002354.6896551724
824.0,663096.7741935484
826.0,449661.46341463417
828.0,414550.0
830.0,474851.0
832.0,459826.48148148146
834.0,292527.0
836.0,240561.95652173914
837.0,551875.1818181818
838.0,522447.8021978022
840.0,640482.3095238095
845.0,655121.125
846.0,292269.6153846154
848.0,277722.77777777775
850.0,599371.2941176471
853.0,627456.8421052631
854.0,464402.6666666667
855.0,1414318.0731707318
856.0,382884.89743589744
857.0,602059.6871165644
858.0,401907.8947368421
859.0,348721.18260869564
860.0,347960.4
861.0,405476.3846153846
862.0,344000.0
863.0,878703.3435114503
864.0,335340.22222222225
865.0,834510.5393258428
866.0,696000.0
868.0,398036.0714285714
869.0,1361516.7023809524
870.0,354293.86666666664
871.0,1368061.1610169492
872.0,423333.3333333333
876.0,388057.6923076923
878.0,940625.0
882.0,415464.39285714284
884.0,484006.7452229299
886.0,500571.4285714286
888.0,1030926.2962962963
890.0,288215.625
892.0,265208.25
894.0,285350.0
896.0,274960.1666666667
898.0,539179.9047619047
900.0,294992.9090909091
902.0,815090.9393939395
906.0,1336444.2222222222
907.0,711267.0625
908.0,178186.75
910.0,1462500.0
916.0,606390.5238095238
918.0,289164.28571428574
919.0,901443.8709677419
920.0,273377.47826086957
922.0,592792.078125
924.0,459818.72222222225
925.0,827561.8636363636
928.0,508014.5512820513
929.0,615917.5118110236
930.0,256600.0
932.0,305105.55
934.0,293839.28571428574
936.0,156076.92307692306
938.0,354470.08108108107
939.0,519481.10638297873
945.0,894101.9857142858
946.0,266256.84210526315
947.0,670923.4285714285
950.0,452530.0
954.0,388549.13157894736
956.0,390404.23076923075
958.0,376779.08510638296
960.0,1653125.0
962.0,920420.947368421
964.0,542000.3541666666
966.0,458122.8484848485
968.0,458399.95
970.0,407458.3333333333
973.0,706687.1538461539
974.0,265143.5714285714
981.0,1253759.4827586208
984.0,378000.0
986.0,222404.4
987.0,809654.125
988.0,490000.0
990.0,260437.5
991.0,476159.3697916667
992.0,364824.14285714284
994.0,490909.0909090909
996.0,250962.26923076922
998.0,392625.28125
1001.0,796621.6216216217
1004.0,368196.5806451613
1006.0,313472.56097560975
1008.0,249214.14285714287
1010.0,380369.4736842105
1012.0,344433.4411764706
1014.0,407140.0
1016.0,110000.0
1017.0,471312.6814159292
1018.0,324854.2368421053
1020.0,216042.91666666666
1022.0,233417.33333333334
1024.0,280000.0
1026.0,323104.0740740741
1029.0,631379.3409090909
1033.0,821465.2727272727
1039.0,813372.3522727273
1047.0,445506.9603960396
1059.0,660210.6578947369
1078.0,8419337.857142856
1085.0,510761.36363636365
1093.0,645213.96875
1097.0,598181.7288135593
1098.0,249105.26315789475
1099.0,553850.6229508197
1104.0,1398314.5161290322
1113.0,1049729.9180327868
1116.0,2177334.8214285714
1118.0,486172.4137931034
1120.0,364642.3043478261
1122.0,231843.1052631579
1123.0,650413.8620689656
1124.0,315310.64
1126.0,400906.25
1128.0,258864.75862068965
1129.0,656226.6666666666
1130.0,396667.0
1132.0,425506.4210526316
1133.0,474869.04761904763
1134.0,245000.0
1139.0,600237.4576271187
1141.0,634364.387755102
1144.0,593900.5
1146.0,1043999.6551724138
1147.0,693386.4864864865
1150.0,245250.27272727274
1151.0,973650.5
1152.0,723379.12
1155.0,542536.0
1156.0,3197304.5454545454
1157.0,700890.0793650794
1158.0,268176.4705882353
1159.0,620456.4222222222
1160.0,164937.4375
1161.0,429981.1320754717
1162.0,424890.15625
1164.0,402482.0740740741
1166.0,878158.7857142857
1167.0,697215.4615384615
1168.0,278335.8333333333
1170.0,843246.9333333333
1171.0,686161.3235294118
1174.0,332871.29032258067
1175.0,478885.08108108107
1178.0,146591.36363636365
1181.0,647499.9696969697
1184.0,478424.347826087
1185.0,651272.6818181818
1186.0,392079.4736842105
1187.0,501225.0
1188.0,527272.7272727273
1189.0,529000.0
1190.0,311823.5294117647
1191.0,836612.2
1192.0,865291.6666666666
1193.0,850067.8333333334
1194.0,503229.27777777775
1195.0,568409.2631578947
1196.0,391664.1111111111
1198.0,740769.1923076923
1199.0,437037.55555555556
1200.0,470888.8888888889
1201.0,464652.3181818182
1202.0,279000.0
1203.0,845768.0
1205.0,522244.04545454547
1215.0,646311.6393442623
1220.0,1195294.2307692308
1223.0,620721.6923076923
1237.0,755558.6451612903
1241.0,616181.3970588235
1247.0,502754.2923076923
1257.0,510414.27777777775
1265.0,442875.0
1267.0,701685.1851851852
1277.0,722013.2894736842
1301.0,296443.53846153844
1333.0,794217.0289855072
1339.0,500478.6956521739
1341.0,504310.6721311475
1367.0,434198.0857142857
1377.0,816576.7558139535
1399.0,715714.2857142857
1401.0,793563.4920634921
1402.0,3152650.5679012346
1403.0,735619.5116279069
1417.0,469935.89743589744
1429.0,733041.5
1435.0,518909.5625
1441.0,416169.9672131148
1447.0,912904.8888888889
1459.0,618038.1272727273
1463.0,1043882.8055555555
1467.0,929153.9230769231
1471.0,662357.3015873015
1479.0,686245.9871794871
1483.0,731935.7142857143
1501.0,8570732.13483146
1502.0,22580129.010178115
1522.0,1025735.5882352941
1567.0,736600.0
1617.0,556691.0769230769
1621.0,427419.72602739726
1801.0,0.0
1803.0,19900000.0
1901.0,2672455.2711864407
1902.0,1895304.9411764706
1903.0,27531893.442572743
2001.0,392006.9090909091
2002.0,477889.0879120879
2201.0,1424538.4615384615
2202.0,1459500.0
2601.0,1961330.6
2602.0,1086341.7837837837
2701.0,2950000.0
2702.0,4053750.0
2901.0,8850000.0
2902.0,973402.7777777778
3001.0,2007907.358974359
3002.0,2055927.4146341463
3101.0,575330.8
3301.0,1728926.0652173914
3302.0,1685898.3333333333
3601.0,2046768.956521739
3602.0,1489270.8333333333
4001.0,2732860.1346153845
4002.0,1281518.614678899
4003.0,178785.7142857143
4004.0,419310.847826087
4401.0,432571.4285714286
5001.0,1178666.7222222222
5002.0,458532.75
5201.0,515936.6111111111
5202.0,469533.3448275862
5301.0,3539139.1666666665
5302.0,3810187.6
5303.0,1794283.2857142857
5501.0,1295521.26
5502.0,5862396.370967742
5601.0,376068.75
5602.0,671953.3571428572
5901.0,407773.31111111114
5902.0,2128991.0303030303
6201.0,238340.57837837838
6202.0,359085.4639175258
6301.0,2595854.314285714
6501.0,1373659.6279069767
6502.0,626037.0370370371
6901.0,2656465.935483871
6902.0,1416857.2777777778
7001.0,7360096.492753623
7002.0,1292720.4328358208
8601.0,16778609.557692308
8602.0,1100000.0
8603.0,1389073.0969387756
9001.0,137166.66666666666
9002.0,460914.54545454547
9201.0,445545.0
9202.0,793900.0
9301.0,639756.1818181818
9302.0,11242420.0
9401.0,662311.4
9402.0,496384.6153846154
9601.0,461696.275862069
9602.0,548612.509090909
9701.0,345731.35294117645
9901.0,4603281.508571428
9902.0,3502640.135135135
9903.0,5412200.13253012
10401.0,500544.4090909091
10402.0,1000787.8636363636
10601.0,937253.0484429066
10602.0,4730290.348214285
10801.0,673032.5757575758
10802.0,676454.8103448276
10803.0,1980075.4857142856
11201.0,2919483.574585635
11202.0,21218583.828571428
11203.0,994021.3348623853
11401.0,5804514.438095238
11402.0,1768599.325443787
11502.0,194425.0
11701.0,437500.0
11702.0,1000000.0
11901.0,1761222.7777777778
11902.0,900000.0
12101.0,2978406.92
12102.0,928952.380952381
12301.0,579868.3947368421
12601.0,1078416.5564853556
12602.0,959467.9196428572
12701.0,3710482.1875
12801.0,677262.5833333334
12804.0,380705.1011235955
12805.0,433106.4081632653
12806.0,495467.5263157895
12901.0,1262684.3515151516
12902.0,2085495.03125
13201.0,695933.6699029126
13202.0,402705.05555555556
13203.0,700111.4071856288
13204.0,549692.2020202021
13302.0,687877.5925925926
13501.0,63333333.333333336
13502.0,2112484.9615384615
13601.0,1297533.8235294118
13602.0,1942839.3934426229
13603.0,1493598.375
13604.0,1205050.9107142857
14101.0,1730781.6
14102.0,1479163.5384615385
14201.0,596008.8965517242
14202.0,221138.18181818182
14401.0,834175.0793650794
14402.0,1418576.719512195
14601.0,1491397.435897436
14602.0,1515528.8863636365
14604.0,411990.7899159664
14605.0,426088.47142857144
14606.0,421557.262295082
14607.0,437119.4537037037
14608.0,451801.44444444444
14801.0,2982110.0
14802.0,6779036.771428571
14901.0,879028.0
14902.0,1167515.8292682928
15001.0,3343928.3191489363
15002.0,3315061.151079137
15102.0,2808383.269230769
15301.0,55820414.244186044
15302.0,980057.9395604396
15401.0,3334908.095238095
15402.0,618318.796875
15403.0,1076700.492063492
15501.0,2376822.1346153845
15502.0,5898751.0298507465
15601.0,817215.8627450981
15602.0,564655.5657894737
15603.0,520427.4347826087
15801.0,1321271.243902439
15802.0,571293.6363636364
16001.0,3819861.951219512
16002.0,2155571.2391304346
16901.0,428891.3043478261
17005.0,571555.183908046
17007.0,387698.7747747748
17009.0,568852.7671232877
17011.0,475500.0238095238
17012.0,473813.93846153846
17013.0,370791.73
17014.0,473653.45454545453
17015.0,479257.3409090909
17016.0,477222.1975308642
17101.0,101400.0
17102.0,120156251.25
17401.0,1057780.238095238
17402.0,2228072.727272727
17701.0,850339.0701754387
17702.0,756730.88
17901.0,260454.54545454544
17902.0,19778846.153846152
18101.0,530610.0
18102.0,950087.9032258064
18301.0,835768.9090909091
18302.0,508500.0
18401.0,348186.85714285716
18402.0,372941.86486486485
18501.0,2285448.679245283
18502.0,309106.6842105263
18701.0,701173.0909090909
18703.0,499793.76785714284
18704.0,389009.32
18901.0,483108.0540540541
18902.0,484048.8625
19702.0,1298396.25
19901.0,2053750.0
19902.0,16100000.0
20101.0,1335000.0
20102.0,997285.9642857143
20501.0,3071666.6666666665
20502.0,483550.0
20601.0,1211792.857142857
20701.0,335370.7619047619
20702.0,549787.2127659575
20803.0,602624.3529411765
20804.0,568692.3823529412
20805.0,445032.44029850746
20806.0,582094.7368421053
20901.0,1053181.6206896552
21001.0,181199.2890625
21002.0,215221.50632911394
21301.0,240375.0
21302.0,1560835.0
21303.0,3462471.1764705884
21501.0,996500.0
21502.0,1100312.5
21601.0,263009.9692307692
21602.0,212237.89655172414
22001.0,311216.0909090909
22002.0,310052.34545454546
22102.0,1255360.0
22301.0,391550.9
22302.0,0.0
22401.0,163583.33333333334
22403.0,151531.0
22404.0,177442.3076923077
22601.0,563519.0775193798
22602.0,3512657.1639344264
22701.0,1278000.0
22702.0,4150000.0
22703.0,0.0
22901.0,835625.0
22902.0,476000.0
23301.0,1123670.5454545454
23302.0,1487143.2857142857
23501.0,2610458.3333333335
23502.0,3318224.4324324327
23702.0,5250000.0
23703.0,638000.0
23704.0,2212452.25
23803.0,916668.195652174
23804.0,720452.380952381
24301.0,5745995.9
24401.0,646346.3181818182
24402.0,599551.2285714286
24501.0,2987000.0
24502.0,522142.85714285716
25301.0,621148.5185185185
25302.0,1320408.3333333333
25401.0,460327.3333333333
25402.0,394470.1724137931
25901.0,625194.3793103448
26501.0,1188076.923076923
26502.0,271938.75
26601.0,578212.45
26602.0,679748.8222222222
26701.0,575000.0
26702.0,853066.6666666666
26901.0,409580.64705882355
26902.0,4349200.55882353
27101.0,385116.8823529412
27102.0,776000.0
27301.0,646184.3495145631
27302.0,475549.88157894736
27401.0,524352.7096774194
27402.0,565084.4776119404
27701.0,514022.5806451613
27702.0,293765.5022624434
27704.0,560174.6111111111
27705.0,552538.2631578947
27706.0,472119.8615384615
