Census Tract 2020,SALE PRICE
28801.0,357789.8245614035
28802.0,463351.78571428574
29102.0,846159.8607594937
29104.0,455335.7
29105.0,601054.6060606061
29106.0,465328.8888888889
29301.0,523388.8
29302.0,350938.63636363635
30201.0,640000.0
30301.0,437470.65789473685
30302.0,441055.2075471698
30701.0,450607.1931818182
30903.0,527177.8571428572
30904.0,541268.9285714285
30905.0,700275.0
30906.0,525299.9722222222
31401.0,488233.0989010989
31701.0,761337.7333333333
31702.0,1685819.8484848484
31703.0,1858639.3442622952
31704.0,979415.1443850268
31901.0,248361.11111111112
31902.0,291221.1967213115
33201.0,402030.2727272727
33202.0,178036.125
33401.0,395026.84210526315
33405.0,436714.28571428574
33601.0,435000.0
33602.0,630000.0
33701.0,493181.8181818182
33702.0,112866.66666666667
33801.0,454428.5714285714
33802.0,361620.0
34901.0,338890.0
34902.0,600100.6666666666
35101.0,1019687.5
35102.0,587222.2222222222
35301.0,1460724.0
35302.0,750000.0
35602.0,340366.6666666667
35701.0,0.0
36001.0,375329.6296296296
36002.0,354727.2727272727
36501.0,769285.7142857143
36502.0,875958.3333333334
36901.0,299564.0
36902.0,225000.0
37401.0,1111865.391304348
37402.0,534093.9189189189
37501.0,190000.0
37502.0,722421.052631579
37504.0,704727.2727272727
38301.0,313571.4285714286
38303.0,0.0
38304.0,0.0
39901.0,920181.25
39902.0,2322878.9655172415
40101.0,671231.5625
40102.0,1345755.8260869565
40301.0,1023928.7142857143
40302.0,433431.0
40303.0,984500.0
40304.0,128625.0
40501.0,691229.1666666666
40502.0,2842542.111111111
40701.0,1092762.9
40702.0,1369109.2833333334
40901.0,635417.5
40902.0,502000.0
41401.0,1145428.5714285714
41402.0,1507894.7368421052
42901.0,321876.25
42902.0,954000.0
43101.0,600000.0
43102.0,862451.5789473684
43503.0,8437616.0
43701.0,3751967.7741935486
43702.0,312925.6896551724
44301.0,368589.90476190473
44302.0,459497.95454545453
44601.0,199597.33333333334
44602.0,478223.84210526315
44901.0,1214071.0925925926
44902.0,1285172.8125
45101.0,511117.64705882355
45102.0,541937.82
46201.0,400923.44736842107
46202.0,708315.7894736842
46203.0,6485000.0
46208.0,449962.7450980392
46209.0,2470552.4285714286
46901.0,413168.0
46902.0,319093.75
47801.0,2124337.7922077924
47802.0,235785.7142857143
48301.0,539392.8235294118
48302.0,332273.6904761905
48401.0,472129.6451612903
49201.0,32848125.0
49202.0,369845.51612903224
49301.0,578965.5714285715
49302.0,1338311.6153846155
50001.0,872747.659574468
50002.0,824902.7777777778
50201.0,436600.0
50202.0,828999.1818181818
50401.0,814023.1818181818
50402.0,628661.2903225806
50801.0,741621.0
50803.0,218000.0
50804.0,1088156.3
51002.0,728383.3725490196
51601.0,432909.0495867769
51602.0,1220227.2727272727
53101.0,217391.26086956522
53102.0,259770.70731707316
53401.0,495256.76470588235
53501.0,1025921.875
53502.0,9631700.0
53601.0,403911.5833333333
53901.0,1426103.2727272727
53902.0,625000.0
56301.0,868830.7419354839
56302.0,5103466.6
57901.0,948548.1212121212
57902.0,0.0
58901.0,1549095.238095238
58902.0,15000000.0
59402.0,708371.3614457832
59403.0,632780.303030303
59404.0,465730.76923076925
59501.0,604732.7619047619
59502.0,550990.9090909091
61002.0,538720.717948718
61003.0,640663.0
61004.0,536177.9433962264
61301.0,618733.6222222223
61601.0,326786.5714285714
61602.0,365451.1111111111
63301.0,556954.5454545454
63302.0,621176.9230769231
64101.0,302916.6666666667
65401.0,519704.6756756757
65702.0,510866.0714285714
65703.0,574674.0967741936
66301.0,605337.0
66401.0,439230.0
66402.0,512332.5
66403.0,402058.8888888889
66501.0,613930.6521739131
66701.0,560164.4821428572
69601.0,349821.1707317073
69602.0,552530.2359550562
69701.0,420993.25
69702.0,623164.5901639344
70201.0,738321.2408759124
70601.0,625682.5
71303.0,339073.5131578947
71304.0,328650.5063291139
71305.0,396317.3076923077
71306.0,323045.85507246375
71701.0,265330.752293578
71702.0,316540.06315789477
75701.0,470255.97321428574
75702.0,588624.2083333334
76901.0,709683.2911392405
76902.0,315266.6666666667
77902.0,653850.7142857143
77903.0,270049.5
77904.0,352777.3493975904
77905.0,278728.7011494253
77906.0,249199.6
77907.0,541324.9130434783
77908.0,474537.67741935485
78601.0,254964.45
78602.0,291888.8888888889
78801.0,480000.0909090909
78802.0,607500.25
79001.0,670000.0
79002.0,490217.5714285714
79201.0,1298388.125
79202.0,3651429.285714286
79601.0,791897.1458333334
79602.0,2049097.894736842
79701.0,327510.8795180723
79702.0,344941.0535714286
79801.0,1149590.9090909092
79802.0,520841.5
80301.0,754464.3035714285
80302.0,553667.8571428572
84601.0,440500.2272727273
84602.0,389666.6666666667
84901.0,811829.2
84902.0,2315575.7558139535
87401.0,671978.84375
88001.0,0.0
88002.0,401250.0
88902.0,306581.6785714286
88903.0,327039.7590361446
89201.0,606771.375
91603.0,627790.5975609756
93401.0,661378.5714285715
93402.0,502766.0
94201.0,702545.0256410256
94202.0,438885.17647058825
94203.0,592600.0
94401.0,337151.54545454547
97204.0,1735549.5789473683
97206.0,418631.125
99701.0,568232.2063492064
99703.0,567103.8558558559
99704.0,410615.7609561753
99705.0,678867.3965517242
99801.0,391875.0
99802.0,348175.0
100801.0,250264.0
100803.0,3384704.59375
100804.0,504560.20588235295
101002.0,690777.7777777778
101003.0,2377583.3333333335
101004.0,596954.7826086957
102801.0,155001.75
103201.0,1710018.1785714286
103202.0,1411183.5666666667
105804.0,5315237.125
107001.0,26807.14285714286
107201.0,416358.9743589744
114201.0,1965842.105263158
114202.0,293863.625
116301.0,590788.411111111
116302.0,560771.6216216217
117201.0,303449.93333333335
117202.0,388698.2272727273
117601.0,386176.5294117647
117602.0,376751.5
118201.0,557865.3846153846
118202.0,413250.0
120701.0,545133.5
120801.0,379894.0625
120803.0,176858.57142857142
122702.0,670349.2
122703.0,825933.4347826086
122704.0,1036182.1126760563
129102.0,636334.9589041095
129103.0,315014.9145299145
129104.0,388571.63503649633
134701.0,890000.0
134702.0,376894.7368421053
138501.0,829028.9827586206
140901.0,666547.619047619
140902.0,661046.693877551
145101.0,357307.76923076925
145102.0,600469.641025641
150701.0,705216.0806451613
150702.0,711403.8352941177
152901.0,491645.22222222225
152902.0,458105.76153846155
155101.0,413187.7701149425
155103.0,235329.49137931035
155104.0,396551.02898550726
157101.0,450952.9426229508
157102.0,446000.0
157901.0,482381.70967741933
157902.0,382955.55555555556
157903.0,573092.8428571429
